id,name,name_cluster_coffee,name_cluster_contains_coffee,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,lowest_price_missing,highest_price,highest_price_missing
136813,ESPRESSO COFFEE Regular or Decaffeinated,espresso,1,1,1,0,0,0.0,false,0.0,false
136911,nescafe,coffee,1,84,113,1953,1987,0.0,false,12.0,false
137058,Cafe Francias,french coffee,1,1,1,1965,1965,0.0,false,0.0,false
137063,Francais Decafeine,french coffee (decaf),1,1,1,1965,1965,0.0,false,0.0,false
137065,Nescafe Gout Bresilien,coffee,1,1,1,1965,1965,0.0,false,0.0,false
137084,coffee HAG,coffee,1,9,9,1948,1958,0.0,false,0.0,false
137257,Decaf,coffee (decaf),1,12,13,1958,1985,0.25,false,20.0,false
137415,Coffee Diablo for two (ten minutes),coffee,1,1,1,0,0,28.0,false,28.0,false
137416,Capuchino,cappuccino,1,2,2,1980,1980,0.8,false,4.0,false
137520,"Coffee, tea, chocolate or coffee HAG",coffee,1,1,1,0,0,0.0,false,0.0,false
137561,"vanilla, mocha or chocolate ice cream",mocha ice cream,1,1,1,0,0,0.0,false,0.0,false
137564,"Pot of coffee, tea or chocolate",coffee (pot),1,1,1,0,0,0.0,false,0.0,false
137581,Café o Té,coffee,1,1,1,0,0,3.0,false,3.0,false
137598,Gaelic Coffee,coffee,1,4,5,1954,1964,0.0,false,0.0,false
137610,"Fruta Fresca, Jugo o Cereales, Par de Huevos Waffles o Hot Cakes, Tocino, Salchichas o Jamon, Pan Tostado o Pasteleria Danesa, Mermelada o Miel, Cafe o Te",coffee with food,1,1,1,0,0,26.0,false,26.0,false
137690,Le cafe liegeois,cafe liegeois,1,2,2,0,0,0.0,false,0.0,false
137692,Le cafe viennois,coffee,1,1,1,0,0,0.0,false,0.0,false
137853,Caffe espresso,espresso,1,14,17,1939,1983,0.0,false,0.9,false
137854,Caffe Hag,coffee,1,2,2,1956,1956,0.0,false,0.0,false
137859,Latte,latte (coffee),1,15,15,1959,2012,0.0,false,3.25,false
138305,Coffee or Tea,coffee,1,1,1,0,0,3.0,false,3.0,false
138343,"Wahlen Sie aus unserem reichhaltigen Fruhstucksbuffet - dazu servieren wir Ihnen Kaffee, Tee, Schokolade",coffee with food,1,1,1,0,0,0.0,false,0.0,false
138380,Espresso or Cappuccino,cappuccino,1,1,1,0,0,0.0,false,0.0,false
138464,"Two fried eggs, coffee and rolls",coffee with food,1,2,2,1900,1900,0.25,false,25.0,false
138495,"Fresh Fruit or Juice, Toast or Danish Pastry, Marmalade or Honey, Coffee or Tea",coffee with food,1,1,1,0,0,0.0,false,0.0,false
138499,"Fresh Fruit, Juice or Cereals; Two eggs your choice, Waffles or Hot Cakes; Toast or Danish Pastry; Marmalade or Honey; Coffee or Tea",coffee with food,1,1,1,0,0,0.0,false,0.0,false
138501,"Fresh Fruit, Juice or Cereals; Two eggs your choice, Waffles or Hot Cakes; Bacon, Sausages or Ham; Marmalade or Honey; Coffee or Tea",coffee with food,1,1,1,0,0,2.1,false,2.1,false
138511,Fruta Fresca o Jugo; Pan Tostado o Pasteleria Danesa; Mermalada o Miel; Cafe o Te,coffee with food,1,1,1,0,0,0.0,false,0.0,false
138539,"coffee, tea, chocolate, milk or coffee HAG",coffee,1,1,1,0,0,0.0,false,0.0,false
138821,Doppio ristretto in tazza,ristretto,1,1,1,0,0,0.0,false,0.0,false
138911,Cafe Hag,coffee,1,4,4,1955,1972,0.0,false,0.0,false
139033,"Gaelic Coffee: Coffee as served in Ireland, with Whiskey, Cream and Sugar",irish coffee,1,1,1,1956,1956,0.0,false,0.0,false
139545,EXTRA CAFE,coffee,1,1,1,1961,1961,0.0,false,0.0,false
139590,Brodo ristretto caldo o freddo,ristretto,1,1,1,0,0,0.0,false,0.0,false
139593,Brodo ristretto alla paesana,ristretto,1,1,1,0,0,0.0,false,0.0,false
139810,Ristretto in tazza allo sherry,ristretto cocktail,1,1,1,0,0,0.0,false,0.0,false
140106,ordinary coffee,coffee,1,1,1,0,0,0.0,false,0.0,false
140108,decaffeinated espresso,espresso (decaf),1,2,2,1987,1987,0.95,false,0.95,false
140578,Cafe Sanka (10 minutes),coffee,1,2,2,1956,1968,0.0,false,0.0,false
140951,Filter Coffee and Mints,coffee,1,1,1,0,0,0.0,false,0.0,false
140990,Cafe Maison,coffee,1,1,0,0,0,0.0,false,0.0,false
141087,"Cona, Special Viennese Coffee",kona coffee,1,1,0,1964,1964,0.0,false,0.0,false
141409,Cafe (Petits Fours Secs),coffee,1,1,1,0,0,0.0,false,0.0,false
141672,"Entrecote ""Cafe Paris"", Pommes frites",coffee with food,1,1,1,1983,1983,0.0,false,0.0,false
142412,Super Caffe Espresso,espresso,1,2,2,1957,1970,0.0,false,0.0,false
142842,Medaglia d'Oro Coffee,coffee,1,26,26,1947,1973,0.0,false,0.0,false
142868,Kaffe/Coffee,coffee,1,1,1,0,0,0.0,false,0.0,false
142896,Nescafe Brazilian Flavour,coffee,1,1,1,1965,1965,0.0,false,0.0,false
142897,French Coffee without Caffeine,french coffee,1,10,10,1965,1973,0.0,false,0.0,false
143314,Le Cafe,coffee,1,12,13,1912,1969,0.0,false,0.0,false
143561,Caffein-Free Coffee,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
144082,"Pour nos hotes qui desirent prendre le petit dejeuner avant 6h. du matin, nous leur proposons un ""Early Bird Breakfast"" compose de cafe ou the, toast, beurre et confiture",coffee with food,1,1,1,0,0,0.0,false,0.0,false
144565,Coffee Complet,coffee,1,1,1,0,0,0.0,false,0.0,false
145017,Coffee (Free Service),coffee,1,1,1,1969,1969,0.0,false,0.0,false
145180,Sanka (non-Caffeine Coffee),coffee,1,2,2,1968,1968,0.0,false,0.0,false
145182,Coffee Float,coffee glacé,1,3,3,1955,1968,0.0,false,0.45,false
145435,Cafe au lait grande tasse,cafe au lait,1,1,1,0,0,0.0,false,0.0,false
146227,6 Schnecken Cafe de Paris,coffee with food,1,1,1,1988,1988,0.0,false,0.0,false
146262,Cafe Espresso,espresso,1,11,12,1954,1993,0.0,false,2.5,false
146263,Cafe creme,coffee,1,8,8,1944,1970,0.0,false,0.6,false
146264,Cafe nature,coffee,1,3,3,1955,1964,0.0,false,0.0,false
146267,"Sirloin Steak Cafe de Paris, with French fried Patatoes",coffee with food,1,1,1,0,0,0.0,false,0.0,false
146348,"Coffee, tea, or chocolate.  Rolls, Croissant or Brioche. Marmalade, Butter.",coffee with food,1,1,1,1977,1977,0.0,false,0.0,false
146502,Eiscafe,iced coffee,1,4,4,1970,1976,0.0,false,0.0,false
146507,Swiss Coffee,coffee,1,1,1,0,0,0.0,false,0.0,false
146561,Sambuca Coffee,coffee sambuca,1,1,1,0,0,0.0,false,0.0,false
146562,Espresso la Tasse,espresso,1,1,1,0,0,0.0,false,0.0,false
146835,American Caffe,americano (coffee),1,2,2,0,0,0.3,false,0.3,false
146884,"American caffe, iced",americano (coffee),1,1,1,0,0,0.55,false,0.55,false
146886,"Cappuccino, Iced",iced cappuccino,1,1,1,0,0,0.55,false,0.55,false
146938,Cafe Russe (Coffee with Russian Vodka),russian coffee,1,1,1,0,0,4.25,false,4.25,false
146939,Hot Chocolate a La Russe (Mocha & Whipped Cream),mocha (coffee),1,1,1,0,0,0.0,false,0.0,false
147066,Lodchka (Little Boat): Chocolate-covered mocha-filled macarooon pastry.,mocha macaron,1,1,1,0,0,0.0,false,0.0,false
147156,Special Irish Coffee,irish coffee,1,3,3,0,0,0.0,false,1.25,false
147284,"Pot de Creme Vanille, Cafe ou Chocolat",coffee (pot),1,3,3,1958,1969,0.6,false,1.2,false
147327,"Special Coffee which We Grind Ourselves From the Whole Bean, Making an Excllent Brew",coffee with food,1,1,1,1966,1966,0.0,false,0.0,false
147374,French Roast Demi-Tasse,espresso,1,1,1,0,0,0.35,false,0.35,false
147641,Freshly Brewed Coffee,coffee,1,7,7,1959,1987,0.0,false,0.0,false
147642,Freshly Brewed Decaffeinated Coffee,coffee (decaf),1,4,4,1981,1985,1.75,false,2.25,false
147750,Freshly Brewed 100% Colombian Supremo Coffee,coffee,1,1,1,0,0,1.75,false,1.75,false
147866,cafe cona,kona coffee,1,3,3,1951,1969,0.0,false,0.0,false
147986,St. Regis Coffee with Milk or Cream,coffee,1,1,1,1968,1968,0.75,false,0.75,false
147988,Decaf with Milk or Cream,coffee (decaf),1,1,1,1968,1968,0.0,false,0.0,false
147995,Cafe decaf,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
148096,Chemists' Club Special Blend of Coffee (pot),coffee (pot),1,1,1,1982,1982,0.85,false,0.85,false
148098,Coffee Espresso,espresso,1,2,2,1979,1982,1.25,false,2.0,false
148386,Cafe expresso 100% Arabica,espresso,1,1,1,0,0,0.0,false,0.0,false
148576,"Price of Entree includes Potato, Tossed Salad, Vegetable du Jour, Hot Rolls and Butter, Coffee or Tea",coffee with food,1,1,1,1966,1966,0.0,false,0.0,false
148781,Haferl Kaffee = Port.,coffee,1,1,1,0,0,0.0,false,0.0,false
148782,Espresso Tasse,espresso,1,1,1,0,0,0.0,false,0.0,false
148783,Capuccino Tasse,cappuccino,1,1,1,0,0,0.0,false,0.0,false
148790,Cafe Benedictine,coffee,1,1,1,0,0,0.0,false,0.0,false
148791,Irish-Coffee Tullamore Dew,irish coffee,1,1,1,0,0,0.0,false,0.0,false
148821,"Cafe ""Mafiosi""",coffee,1,1,1,0,0,0.0,false,0.0,false
148869,Cafecao Eisbecher,coffee sundae,1,1,1,0,0,0.0,false,0.0,false
148880,Café Calypso (After Dinner),calypso coffee,1,1,1,0,0,0.85,false,0.85,false
148976,"CONTINENTAL: Freshly Squeezed Juice; selection of Cinnamon Roll, Danish Pastry, Croissants, or Muffins; Freshy Brewed Coffee, Decaffeinated Coffee, Twining's Tea, or Herbal Tea",coffee with food,1,1,1,0,0,8.95,false,8.95,false
148977,"AMERICAN BREAKFAST: Freshly Squeezed Juice, two Fresh Eggs cooked any style; choice of Bacon, Ham, or Sausage; served with Breakfast Potatoes; choice of Toast or Bran Muffin; Freshly Brewed Coffee, Decaffeinated Coffee, Twining's Tea, or Herbal Tea",coffee with food,1,1,1,0,0,13.0,false,13.0,false
148980,"HEALTHY START: Freshly Squeezed Juice; choice of home-made Granola, Grapenuts, Special K, All Bran, Shredded Wheat, or Raisin Bran; garnished with Fresh Fruit; served with Skim Milk; choice of Toast, Bran Muffin, or Bagel; Freshly Brewed Coffee, Decaffein",coffee with food,1,1,1,0,0,10.75,false,10.75,false
149050,Coffee Hottle,coffee,1,2,2,1954,1967,0.2,false,0.35,false
149295,Eiskaffee,coffee,1,21,22,1912,1978,0.0,false,0.0,false
149373,"Eiskaffe fest, gross",iced coffee,1,1,1,1966,1966,0.0,false,0.0,false
149374,Eiskaffe flussig (im Sommer),iced coffee,1,1,1,1966,1966,0.0,false,0.0,false
149396,Coronado Special Blend Coffee,coffee,1,1,1,1967,1967,0.0,false,0.0,false
149793,Kalter Kaffee nature,iced coffee,1,1,1,1966,1966,0.0,false,0.0,false
149910,1 Portion Kaffee,coffee,1,2,2,1959,1959,0.0,false,0.0,false
149924,Irish-Coffee,irish coffee,1,3,3,1970,1983,0.0,false,0.0,false
149968,Parfait cafe Dubarry,coffee,1,1,1,0,0,0.0,false,0.0,false
149985,Caffe espresso nature,espresso,1,1,1,1966,1966,0.0,false,0.0,false
149986,Caffe espresso creme,espresso,1,1,1,1966,1966,0.0,false,0.0,false
149987,Cafe nature im Kannchen,coffee,1,1,1,1966,1966,0.0,false,0.0,false
149988,Cafe creme im Kannchen,coffee,1,1,1,1966,1966,0.0,false,0.0,false
149989,Milchkaffee Portion,coffee,1,1,1,1966,1966,0.0,false,0.0,false
149990,Milchkaffee Tasse,coffee,1,1,1,1966,1966,0.0,false,0.0,false
149991,Cafe Melange (auf Wunsch koffeinfrei),coffee,1,1,1,1966,1966,0.0,false,0.0,false
150273,Cafe Decaffiene,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
150636,Cafe Diable for two,coffee,1,2,2,1958,1958,0.0,false,0.0,false
150657,"Souffle (minimum for two) orange, chocolate, vanilla, mocha or almone (p.p.)",mocha souffle,1,1,1,1958,1958,0.0,false,0.0,false
150727,Haagen-Dazs Coffee,coffee glacé,1,1,1,0,0,0.55,false,0.55,false
150858,"Coffee, Tea, or Milk",coffee,1,2,2,1917,1940,0.05,false,0.05,false
150927,Coffee with Milk or Cream,coffee,1,4,4,1937,1979,0.0,false,1.2,false
150974,1 KANNCHEN KAFFEE,coffee (small pot),1,1,1,1958,1958,0.0,false,0.0,false
151052,Cafe decafeine Sanka,coffee (decaf),1,1,1,1968,1968,0.0,false,0.0,false
151053,Cafe express,espresso,1,3,3,1968,1972,0.0,false,0.0,false
151118,Coffee single pot,coffee (pot),1,1,1,1907,1907,0.1,false,0.1,false
151119,Coffee double pot,coffee (pot),1,1,1,1907,1907,0.2,false,0.2,false
151198,LE CAFE CONA,kona coffee,1,1,1,0,0,0.0,false,0.0,false
151199,LE CAFE SANKA,coffee,1,1,1,0,0,0.0,false,0.0,false
151201,LE NESCAFE DECAFEINE,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
151361,Cafe et infusions,coffee,1,2,2,0,0,0.0,false,0.0,false
151428,Coffee plain,coffee,1,1,1,0,0,0.0,false,0.0,false
151821,Cafe lait,cafe au lait,1,3,3,1966,1966,0.0,false,0.0,false
151823,Cafe frappe - iced coffee,iced frappe (coffee),1,1,1,1966,1966,0.0,false,0.0,false
151858,"Coupe Porto Rozes - biscuit arrose au Porto Rozes, sucre souffle, glace vanille, cafe, sauce Rozes, Chantily",coffee with food,1,1,1,1966,1966,0.0,false,0.0,false
151860,"St-James Blues - biscuit savarin arrose au rhum St-James, glace vanille, chocolat, cafe, sauce St-James, Chantilly",coffee with food,1,1,1,1966,1966,0.0,false,0.0,false
151865,"Coffe Sunday - glace cafe, Chantilly, sauce cafe",coffee,1,1,1,1966,1966,0.0,false,0.0,false
151979,Our Special Blend of Coffee with Cream (Cup),coffee,1,1,1,0,0,0.0,false,0.0,false
152042,"1 Tasse Milchkaffee, 1 Gipfel oder Weggli, Hausbrot oder Grahambrot, 1/2 Portion Butter und Confiture",coffee,1,1,1,1966,1966,0.0,false,0.0,false
152130,Cafe liegeois,cafe liegeois,1,1,1,0,0,0.0,false,0.0,false
152131,"Glace vanille, glace café",coffee glacé,1,1,1,0,0,0.0,false,0.0,false
152144,Parfait Royal Café,coffee,1,1,1,1962,1962,0.0,false,0.0,false
152527,Petits fours maison avec le cafe pur arabica,coffee,1,1,1,0,0,0.0,false,0.0,false
152617,"""SPECIAL"" CREME GLACEE AU CAFE",coffee glacé,1,1,1,0,0,0.0,false,0.0,false
153027,"Irish coffe au ""Bushmills Irish Whiskey""",coffee,1,1,1,0,0,0.0,false,0.0,false
153047,Le Parfait au Cafe,coffee parfait,1,2,2,0,2012,0.0,false,0.0,false
153088,Notre cafe a la francaise d.oe tasse,french coffee,1,1,1,0,0,0.0,false,0.0,false
153332,Cafe ou Chocolat Liegeois,coffee,1,5,5,1968,1968,0.0,false,0.0,false
153355,"Cafe, the",coffee,1,2,2,1959,1959,0.0,false,0.0,false
153437,Sour Cream Coffee Cake,coffee cake,1,1,1,0,0,0.0,false,0.0,false
153460,decaffeinated coffee (fresh brewed),coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
153481,Our premium liqueurs from around the world are combined with our fresh ground coffee  1 1/2 oz.,coffee cocktail,1,1,1,0,0,0.0,false,0.0,false
153483,B52 Coffee with Kahlua,coffee cocktail,1,1,1,0,0,0.0,false,0.0,false
153488,Irish Coffee with Irish Mist and Irish Whiskey,irish coffee,1,1,1,0,0,0.0,false,0.0,false
153489,Spanish Coffee with Tia Maria & Brandy,spanish coffee,1,1,1,0,0,0.0,false,0.0,false
153491,French Coffee with Brandy & Cointreau,french coffee,1,1,1,0,0,0.0,false,0.0,false
154051,"Eiscaffee ,,Vanille""",iced coffee,1,1,1,0,0,0.0,false,0.0,false
154119,"LODICHKA (LITTLE BOAT) Chocolate-covered, mocha-filled macaroon.",mocha macaron,1,1,1,0,0,0.0,false,0.0,false
154159,Großer Becher Kaffe,coffee,1,1,1,0,0,0.0,false,0.0,false
154238,"Großer Becher Kaffe ""Hag""",coffee,1,1,1,0,0,0.0,false,0.0,false
154264,Großer Becher Capuccino,cappuccino,1,1,1,0,0,0.0,false,0.0,false
154271,Großer Becher Milch-Kaffe,coffee,1,1,1,0,0,0.0,false,0.0,false
154302,"Entrecote Cafe de Paris, Pommes frites",coffee with food,1,2,2,0,0,0.0,false,0.0,false
154709,Kaffee Filter extra stark,coffee,1,1,1,0,0,0.0,false,0.0,false
155298,Genieben Sie den wohl kostbarsten Kaffee der Welt mit einem glas,coffee cocktail,1,1,1,0,0,0.0,false,0.0,false
155301,Glas Kahlua Kaffeelikor oder einem feinen Cognac und ein Pralinee,coffee cocktail,1,1,1,0,0,0.0,false,0.0,false
155366,"Rumpsteak ""Cafe de Paris"",",coffee with food,1,1,1,1971,1971,0.0,false,0.0,false
155959,Pot of Coffee (per person) with Cream,coffee (pot),1,4,4,1948,1959,0.25,false,0.4,false
156248,"Tasse ""Ronning"" Kaffee mit Sahne und Zucher",coffee,1,1,1,0,0,0.0,false,0.0,false
156852,"Coffee, All Colombian Blend",coffee,1,1,1,0,0,0.95,false,0.95,false
157382,Coupe Mochachino,mochaccino,1,1,1,1981,1981,2.5,false,2.5,false
157481,"RICE, TEA OR COFFEE, DESSERT",coffee with food,1,1,1,1970,1970,0.0,false,0.0,false
157488,"Coffee,Milk or Tea",coffee,1,1,1,0,0,0.0,false,0.0,false
157560,"TEA OR COFFEE, DESSERT",coffee with food,1,1,1,1970,1970,0.0,false,0.0,false
157627,"SERVED WITH SOUP, SALAD, TSUKEMONO, RICE, TEA OR COFFEE AND DESSERT",coffee with food,1,1,1,1970,1970,0.0,false,0.0,false
157644,Fresh Brewed Coffee,coffee,1,2,2,1999,1999,0.95,false,0.95,false
157645,Fresh Brewed Decaffeinated Coffee,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
157688,Calypso Coffee,calypso coffee,1,1,1,0,0,1.5,false,1.5,false
157760,The Palace Blend Coffee,coffee,1,1,1,0,0,2.0,false,2.0,false
157762,"The Palace Blend Coffee, Decaffeinated",coffee,1,1,1,0,0,2.0,false,2.0,false
157811,"ISHI-YAKI Thinly Sliced Choice N.Y. Steak, Alaskan Salmon, and Vegetables Broiled on Hot Stone. Chef's Special Sause. Served with Tossed Green Salad. SERVED WITH OTSUMAMI, TEMPURA, SOUP, TSUKEMONO, RICE TEA OR COFFEE AND DESSERT",coffee with food,1,1,1,1970,1970,6.5,false,6.5,false
157814,"UNAGI KABAYAKI DINNER Served with Soup, Salad, Tsukemono, Rice, Tea or Coffee and Dessert",coffee with food,1,1,1,1970,1970,0.0,false,0.0,false
157861,"Fresh Organge Juice, Croissant, Muffin and Danish. Including Tea or Coffee.",coffee,1,1,1,0,0,0.0,false,0.0,false
158059,Espresso (35 cents extra),espresso,1,1,1,0,0,0.35,false,0.35,false
158231,Tasse Kaffee,coffee,1,25,26,1913,1995,0.0,false,0.25,false
158232,Kaennchen Kaffee,coffee,1,1,1,0,0,0.0,false,0.0,false
158355,Eiskaffee oder Eisschokolade,iced coffee,1,2,2,1970,1982,0.0,false,0.0,false
158467,COFFEE-TEA,coffee,1,1,1,0,0,2.5,false,2.5,false
158564,"Freshly Brewed Pfister Blend Coffee, Regular",coffee,1,1,1,0,0,0.0,false,0.0,false
158565,"Freshly Brewed Pfister Blend Coffee, Decaffeinated",coffee,1,1,1,0,0,1.0,false,1.0,false
158581,Coffee Royal,coffee,1,3,3,1856,1938,0.0,false,0.14,false
158586,"Three Silver Dollar Pancakes with Bacon, Ham or Sausages Two Country Fresh Eggs, any style Coffee or Decaffeinated, Tea or Milk",coffee with food,1,1,1,0,0,0.0,false,0.0,false
158593,"Freshly Squeezed Orange Juice Two Country Fresh Eggs with Bacon, Ham or Sausages Toast, Butter and Marmalade or Jam Coffee or Decaffeinaed, Tea or Milk",coffee with food,1,1,1,0,0,0.0,false,0.0,false
158650,Pussa Caffa,coffee,1,1,1,1856,1856,0.0,false,0.0,false
158753,SAN DIEGO COFFEE,coffee,1,1,1,1967,1967,1.25,false,1.25,false
158754,CAFE BRULOT,cafe brulot,1,4,5,1914,1969,1.25,false,1.5,false
159241,mocha chocolate,mocha (coffee),1,2,2,0,0,0.0,false,0.0,false
159277,chocolate mocha,mocha (coffee),1,1,1,0,0,0.0,false,0.0,false
159347,Eis-Kaffee mit Schlagsahne,iced coffee,1,2,2,1974,1974,0.0,false,0.0,false
159515,Kaffee fertig oder Luz,coffee,1,1,1,1983,1983,0.0,false,0.0,false
159516,"Kaffee nature, creme, express, Hag",espresso,1,1,1,1983,1983,0.0,false,0.0,false
159617,1 Tasse Kaffee mit Milch und Zucker,coffee,1,1,1,1965,1965,0.0,false,0.0,false
159618,Kaffee Hag mit Milch und Zucker,coffee,1,1,1,1965,1965,0.0,false,0.0,false
159712,Haferl Milchkaffee,coffee,1,1,1,0,0,0.0,false,0.0,false
159713,Haferl Cappuccino ital.,cappuccino,1,1,1,0,0,0.0,false,0.0,false
159714,Haferl Kaffee koffeinfrei,coffee,1,1,1,0,0,0.0,false,0.0,false
159715,Haferl Kaffee,coffee,1,2,2,2005,2005,0.0,false,0.0,false
159782,"CONTINENTAL BREAKFAST Freshly-squeezed Orange or Grapefruit Juice The Palace Breakfast Bakery Basket - Selection of Miniature Danish, Croissants, Brioches, Toast. British Jams, Honey and Butter Choice of: The Palace Blend Coffee, Tea, Milk",coffee with food,1,1,1,0,0,10.0,false,10.0,false
159904,1 Tasse Filterkaffee mit Milch und Zucker,coffee,1,1,1,0,0,0.0,false,0.0,false
159906,"1 Tasse Filterkaffee ""Hag"" mit Milch u. Zucker",coffee,1,1,1,0,0,0.0,false,0.0,false
160255,Tasse Bohnenkaffee mit Milch und Zucker,coffee,1,1,1,1974,1974,0.0,false,0.0,false
160256,Kannchen Kaffee mit Milch und Zucker,coffee,1,1,1,1974,1974,0.0,false,0.0,false
160331,Kannchen Kaffee,coffee,1,10,11,1954,1963,0.0,false,0.0,false
160338,"""Irish Coffee""",irish coffee,1,1,1,1973,1973,0.0,false,0.0,false
160771,Laberli nach Art des Chefs mit Sauce Cafe-de-Paris und Rosti,coffee with food,1,1,1,1988,1988,0.0,false,0.0,false
160866,Cafe Filtre 4/-,coffee,1,1,1,1968,1968,0.0,false,0.0,false
160869,Cafe Sanka 4/6,coffee,1,1,1,1968,1968,0.0,false,0.0,false
160870,American Coffee 5/-,coffee,1,1,1,1968,1968,0.0,false,0.0,false
160871,Irish Coffee 11/6,irish coffee,1,1,1,1968,1968,0.0,false,0.0,false
161136,"Donisl-Brotzeitbrettl drauf is o'gricht: Spanferkel, Schwarzgerauchertes, Kafe und verschiedene Wurstsorten",coffee with food,1,1,1,1987,1987,0.0,false,0.0,false
161152,Bayerisches Kafebrettl,coffee,1,1,1,1987,1987,0.0,false,0.0,false
161476,"Kaffee, Espresso creme",espresso,1,1,1,1988,1988,0.0,false,0.0,false
161477,Kaffee coffeinfrei creme,coffee,1,1,1,1988,1988,0.0,false,0.0,false
161481,Kaffee Trasch,coffee,1,1,1,1988,1988,0.0,false,0.0,false
161484,Wettstai-Kaffee mit Williams und Schlagrahm,coffee,1,1,1,1988,1988,0.0,false,0.0,false
161683,Coca Cola (coffeinhaltig),coffee,1,1,1,0,0,0.0,false,0.0,false
161703,1 Tasse Buettner-Kaffee mit Milch und Zucker,coffee,1,1,1,0,0,0.0,false,0.0,false
161704,1 Kaennchen Buettner-Kaffee mit Milch und Zucker,coffee (pot),1,1,1,0,0,0.0,false,0.0,false
161940,Kaffee......Tasse,coffee,1,1,1,0,0,0.0,false,0.0,false
161941,Kaffee HAG.....Tasse,coffee,1,1,1,0,0,0.0,false,0.0,false
161942,Espresso.....Tasse,espresso,1,1,1,0,0,0.0,false,0.0,false
161955,Unsere Kaffeespezialitat aus der Schweiz Schumli-Kaffee,coffee,1,1,1,1987,1987,0.0,false,0.0,false
161959,Taffe Kaffee,coffee,1,1,1,1987,1987,0.0,false,0.0,false
161963,Haserl Kaffee,coffee,1,1,1,1987,1987,0.0,false,0.0,false
162472,"Coffee, Brewed Decafeinated",coffee (decaf),1,1,1,0,0,0.85,false,0.85,false
162573,Coffee — Tea — Sanka,coffee,1,1,1,1971,1971,0.75,false,0.75,false
162632,L'entremets cafe et noix,coffee,1,1,1,0,0,0.0,false,0.0,false
162641,"Sanka, Coffee, Tea or Milk",coffee,1,1,1,1976,1976,0.35,false,0.35,false
162642,Caffe Lorenzo,coffee,1,1,1,1976,1976,1.25,false,1.25,false
162646,"Dinner includes choice of Coffee, Tea or Milk",coffee with food,1,1,1,1976,1976,0.0,false,0.0,false
162860,Individual Espresso,espresso,1,1,1,0,0,0.8,false,0.8,false
162861,Individual Cafe,coffee,1,1,1,0,0,0.5,false,0.5,false
163059,"Glaces (vanille, cafe, chocolat, fraise)",coffee ice cream,1,1,1,0,0,0.0,false,0.0,false
163080,"Cafe, Decafeine",coffee (decaf),1,2,2,0,0,0.0,false,0.0,false
163343,Freshly Brewed Coffee (Regular and Decaffeinated),coffee,1,1,1,0,0,2.5,false,2.5,false
163345,Irish Coffee A Blend  of Coffee and Irish Whiskey Topped with Whipped Cream,irish coffee,1,1,1,0,0,8.95,false,8.95,false
163442,Kaffeecremeschnitte,coffee,1,1,1,1981,1981,0.0,false,0.0,false
163601,CIRCO CAPPUCINO CUP chocolate espresso bavarian cup with hazelnut ice cream,cappuccino,1,1,1,0,0,9.0,false,9.0,false
163602,TIRAMISU espresso-laced sponge cake with mascarpone,tiramisu (espresso),1,1,1,0,0,9.0,false,9.0,false
163611,"CREME BRULEE TASTING coffee, vanilla and pistachio flavor",coffee ice cream,1,1,1,0,0,9.0,false,9.0,false
164165,Le bavarois Arlequin  Two-color Bavarian cream - vanilla and coffee with chocolate sauce,coffee ice cream,1,1,1,0,0,5.0,false,5.0,false
164169,"Les glaces a la creme - vanille, cafe, miel, chocolat  Ice cream - vanilla, coffee, honey, chocolate",coffee ice cream,1,1,1,0,0,0.0,false,0.0,false
164273,Bavaroise au Fin Moka  Coffee-flavored Bavarian cream,coffee bavaroise,1,1,1,0,0,0.0,false,0.0,false
164279,Decaffine,coffee (decaf),1,1,1,0,0,0.0,false,0.0,false
164292,Cafe Claude,coffee,1,1,1,0,0,4.5,false,4.5,false
164462,"Original Irish Coffee mit Zucker, Mocca, Irish Whisky und Sahne",irish coffee,1,1,1,0,0,0.0,false,0.0,false
164508,Tasse ANDACO Kaffee,coffee,1,1,1,1967,1967,0.0,false,0.0,false
164511,Tasse Kaffee Hag,coffee,1,7,7,1957,1976,0.0,false,0.0,false
164797,Expresso-Ristretto,ristretto,1,1,1,0,0,0.0,false,0.0,false
165417,Eiskaffe,iced coffee,1,1,1,0,0,0.0,false,0.0,false
165421,Kaffee mit Sahne oder Milch,coffee,1,1,1,0,0,0.0,false,0.0,false
165422,Kaffee Hag mit Sahne oder mit Milch,coffee,1,1,1,0,0,0.0,false,0.0,false
165520,Coffee with cream or with milg,coffee,1,1,1,0,0,0.0,false,0.0,false
165525,Cafe avec creme ou avec lait,coffee,1,1,1,0,0,0.0,false,0.0,false
165526,Cafehag avec creme ou avec lait,coffee,1,1,1,0,0,0.0,false,0.0,false
165921,Coffe - Decaf - Tea,coffee,1,1,1,0,0,2.0,false,2.0,false
165990,Baltimore Irish Coffee,irish coffee,1,1,1,0,0,3.5,false,3.5,false
165992,Harbortown Coffee,coffee,1,1,1,0,0,3.5,false,3.5,false
166162,Cafe et mignardises,coffee with food,1,1,1,0,0,0.0,false,0.0,false
